Instrument Name,SDS2352X-E
Serial Number,SDS2EBAC3R0176
Software Version,2.1.1.1.20 R7
Awg Type,USB
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,6V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,50ohm
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,100000Hz
Stop Frequency,1000000Hz
Sweep Line,50
Sweep Log(dec),498
Amplitude Mode,Vout/Vin
Amplitude Axis Type,Logarithmic
300546.48,-15.9382519,14.8555585
301939.324,-16.3496001,18.3850969
303338.623,-16.8542255,22.6174343
304744.406,-17.3087001,28.6640073
306156.705,-17.6768808,36.8268204
307575.549,-17.7317937,47.4240407
309000.968,-17.2703109,59.7949969
310432.993,-16.0636578,72.0095665
311871.654,-14.2388348,81.7604732
313316.983,-11.9450232,87.3482776
314769.01,-9.51395212,88.4222293
316227.766,-7.15430778,84.8220222
317693.283,-5.088858,76.8602124
319165.591,-3.57345352,65.4725681
320644.723,-2.78967525,52.7776353
322130.709,-2.66497546,41.1788499
323623.582,-2.91884896,31.9461397
325123.374,-3.35072239,24.9924813
326630.116,-3.8027352,19.9388495
328143.841,-4.26488066,16.1691058
329664.581,-4.68518455,13.3522709
331192.369,-5.07854254,11.2060852
332727.237,-5.39527236,9.52535979
334269.218,-5.67445165,8.19840159
335818.346,-5.92612431,7.15048806
337374.652,-6.15040547,6.28135971
338938.171,-6.35853751,5.55822283
340508.936,-6.53636169,5.01845035
342086.981,-6.69085491,4.54392749
343672.339,-6.85251503,4.06295996
345265.044,-6.97889513,3.73569196
346865.13,-7.10675915,3.39734772
348472.631,-7.21183319,3.17903663
350087.583,-7.32452769,2.91019741
351710.018,-7.40065024,2.6987963
353339.973,-7.48544357,2.54764072
354977.481,-7.56115536,2.36504575
356622.578,-7.62396587,2.21440199
358275.299,-7.67621293,2.06767721
359935.68,-7.73039414,1.98774561
361603.755,-7.7822334,1.86931216
363279.561,-7.82847128,1.78941749
364963.133,-7.87982585,1.6757371
366654.507,-7.92463059,1.60219037
368353.72,-7.95734942,1.55655252
370060.808,-7.98619436,1.57182368
371775.807,-8.03241236,1.49085313
373498.753,-8.0653388,1.43875362
375229.685,-8.10487705,1.39283755
376968.638,-8.12230842,1.35926325
378715.651,-8.15062456,1.31662174
380470.759,-8.18921409,1.26849339
382234.002,-8.20835895,1.29226125
384005.416,-8.24231997,1.18755745
385785.039,-8.26582822,1.12376677
387572.91,-8.26475001,1.20081372
389369.066,-8.30412759,1.12427771
391173.547,-8.32244132,1.07525754
392986.39,-8.35013482,1.09053056
394807.635,-8.35833082,1.09705998
396637.319,-8.35935679,1.04025758
398475.484,-8.4025072,1.10297615
400322.167,-8.38604247,1.05738725
402177.408,-8.4283468,1.00764677
404041.247,-8.42502178,1.00016391
405913.724,-8.42942295,0.971267066
407794.878,-8.43227974,0.923959941
409684.751,-8.47053968,1.03790909
411583.382,-8.48330411,1.05801654
413490.812,-8.47406169,0.890426636
415407.081,-8.49006057,0.885564733
417332.232,-8.50863627,0.931959769
419266.304,-8.52417043,0.944345881
421209.339,-8.52977491,1.06978029
423161.379,-8.55314581,1.01382167
425122.466,-8.56255626,1.00579185
427092.641,-8.57252131,0.866636072
429071.946,-8.57351728,1.02551372
431060.425,-8.59277262,0.921805318
433058.119,-8.60184949,1.08380228
435065.07,-8.6093034,0.915497008
437081.323,-8.62563169,0.935024986
439106.92,-8.64841102,1.0421771
441141.904,-8.66168995,0.937979474
443186.319,-8.66899383,1.15937139
445240.209,-8.68217128,1.10928017
447303.617,-8.72103181,1.10342568
449376.587,-8.72608927,1.30451457
451459.165,-8.76258773,1.39652151
453551.394,-8.78909994,1.47714361
455653.319,-8.8273005,1.64278736
457764.985,-8.87117329,1.84531439
459886.438,-8.91560268,2.15154558
462017.722,-8.96522412,2.59303824
464158.883,-9.02519442,3.17063841
466309.968,-9.07533601,4.04534428
468471.021,-9.11019697,5.2080433
470642.089,-9.0804757,6.83433951
472823.219,-8.95819933,8.8174795
475014.457,-8.63926555,10.5566323
477215.85,-8.15263446,11.0981731
479427.445,-7.75115112,9.90782225
481649.289,-7.52142981,7.89014188
483881.43,-7.4408584,6.00232317
486123.916,-7.45194206,4.56851242
488376.795,-7.48809251,3.51541841
490640.114,-7.53600197,2.75551923
492913.922,-7.58576786,2.23904786
495198.267,-7.62238897,1.83711938
497493.2,-7.65681321,1.52071823
499798.767,-7.70036196,1.31309153
502115.02,-7.71179683,1.10542322
504442.007,-7.73243917,0.978023457
506779.778,-7.73867466,0.827022482
509128.383,-7.74426278,0.70366166
511487.873,-7.75772581,0.656303729
513858.297,-7.75321863,0.588087351
516239.707,-7.7615305,0.504435462
518632.153,-7.7572871,0.441728974
521035.687,-7.75624807,0.388224976
523450.359,-7.75859323,0.326717006
525876.222,-7.7467251,0.2959672
528313.327,-7.7340738,0.217798623
530761.727,-7.7239504,0.177487225
533221.473,-7.71457989,0.125240451
535692.619,-7.69014894,0.0771985881
538175.217,-7.67038535,0.063138195
540669.321,-7.64492631,0.00605389721
543174.982,-7.63211531,-0.0552053855
545692.257,-7.60571353,-0.112223877
548221.197,-7.57225225,-0.158940149
550761.857,-7.55248708,-0.20860651
553314.291,-7.50795487,-0.280561577
555878.555,-7.47933332,-0.360726903
558454.702,-7.45130567,-0.425065334
561042.788,-7.40603125,-0.497904477
563642.868,-7.36491321,-0.606409989
566254.998,-7.32040516,-0.693527457
568879.233,-7.26941186,-0.789441386
571515.63,-7.21487528,-0.928461263
574164.246,-7.15352986,-1.02617299
576825.135,-7.09225455,-1.1552133
579498.357,-7.01784578,-1.3400865
582183.967,-6.94232321,-1.58915532
584882.023,-6.84982796,-1.76026856
587592.583,-6.75063544,-1.97143265
590315.705,-6.65021003,-2.243735
593051.446,-6.53522152,-2.65645129
595799.867,-6.39690407,-3.01392706
598561.024,-6.25143383,-3.49597692
601334.977,-6.07838375,-4.09134396
604121.786,-5.89089712,-4.79682886
606921.511,-5.67823364,-5.67509287
609734.21,-5.4218801,-6.78019413
612559.944,-5.14913872,-8.19747522
615398.774,-4.84302652,-10.0743668
618250.76,-4.49056427,-12.5785623
621115.963,-4.10361991,-15.9486643
623994.444,-3.70615352,-20.6547344
626886.266,-3.35711021,-27.1746123
629791.489,-3.25106504,-35.9753192
632710.176,-3.59677676,-46.844814
635642.389,-4.69111977,-57.9718434
638588.192,-6.58609815,-66.3272611
641547.646,-8.91572514,-69.30678
644520.815,-11.2314575,-66.0645955
647507.764,-13.0850021,-57.5139823
650508.554,-14.1573407,-46.1539481
653523.252,-14.4993687,-35.2988107
656551.921,-14.3446965,-26.5876126
659594.626,-13.9854974,-20.164715
662651.432,-13.5855128,-15.6364087
665722.404,-13.1661199,-12.3013266
668807.608,-12.8250296,-9.8221159
671907.11,-12.5096099,-8.05385209
675020.977,-12.2369899,-6.73843128
678149.274,-11.9302244,-5.65864201
681292.069,-11.7012861,-4.86261897
684449.429,-11.4952736,-4.16150086
687621.421,-11.33189,-3.70269047
690808.114,-11.1737927,-3.21805957
694009.574,-11.0324555,-2.95243296
697225.872,-10.9055324,-2.66219751
700457.075,-10.7849042,-2.49808296
703703.252,-10.6561849,-2.2683306
706964.474,-10.5648217,-2.21894519
710240.809,-10.4678393,-2.08642481
713532.328,-10.36408,-2.11089089
716839.101,-10.2759774,-2.18374547
720161.199,-10.1821873,-2.10727953
723498.693,-10.0997927,-2.17874621
726851.654,-10.0129858,-2.44069643
730220.154,-9.91961577,-2.59891262
733604.265,-9.8448119,-2.8059222
737004.059,-9.77639888,-3.21849344
740419.609,-9.72075156,-3.63997915
743850.987,-9.68754281,-4.12032446
747298.268,-9.65864992,-4.59620318
750761.525,-9.66169134,-5.03187212
754240.832,-9.68424397,-5.47807593
757736.264,-9.7239492,-5.77727291
761247.894,-9.76771618,-5.87345278
764775.799,-9.79390343,-5.77079385
768320.054,-9.78359062,-5.53788934
771880.733,-9.73770144,-5.37125795
775457.915,-9.67936831,-5.27825779
779051.674,-9.574736,-5.45143849
782662.088,-9.45900855,-5.87425191
786289.234,-9.32888207,-6.59645777
789933.19,-9.15911617,-7.88878902
793594.033,-9.11349593,-9.56751091
797271.841,-9.0837256,-11.9808525
800966.695,-9.2307397,-15.9623075
804678.671,-9.61164911,-18.5912811
808407.85,-10.3046021,-21.2963068
812154.312,-11.204425,-21.1092241
815918.135,-11.7897808,-17.8308763
819699.402,-12.0534191,-14.0923218
823498.193,-12.0945448,-10.2794856
827314.589,-12.1149274,-7.42490931
831148.671,-11.9483375,-5.51058516
835000.522,-11.8215506,-4.28033124
838870.224,-11.7021545,-3.35214268
842757.859,-11.5766483,-2.61605034
846663.511,-11.4939804,-2.02655498
850587.264,-11.4057732,-1.74677817
854529.2,-11.3195523,-1.52938656
858489.405,-11.2509051,-1.38933822
862467.963,-11.2038805,-1.32747427
866464.959,-11.1647744,-1.35268445
870480.479,-11.1224451,-1.45120693
874514.608,-11.0908979,-1.65863215
878567.432,-11.0687071,-1.99863957
882639.039,-11.055919,-2.32514706
886729.516,-11.0768452,-2.99667071
890838.949,-11.1285367,-3.78612687
894967.427,-11.222219,-4.75002344
899115.037,-11.4301087,-5.82485716
903281.869,-11.7093453,-6.46055959
907468.012,-12.0429604,-6.5762114
911673.555,-12.4596446,-5.73106589
915898.588,-12.8304265,-4.14631446
920143.202,-13.0827749,-2.0638243
924407.486,-13.2616539,0.30594933
928691.533,-13.4055759,2.36668105
932995.433,-13.5368831,4.44483748
937319.28,-13.610884,6.72955511
941663.165,-13.7423302,8.86996489
946027.181,-13.9071082,11.4002427
950411.421,-14.0733666,14.7828435
954815.98,-14.2443173,18.8732367
959240.951,-14.296154,24.2536272
963686.429,-14.0937106,31.3441488
968152.509,-13.3978013,39.3128
972639.286,-12.1394559,45.2511613
977146.857,-10.4969088,46.4964705
981675.317,-9.05782682,43.0554203
986224.764,-8.10774485,36.9524289
990795.295,-7.71020858,30.4749041
995387.008,-7.67860504,25.4216871
1000000,-7.79335228,22.0209777
