Instrument Name,SDS2352X-E
Serial Number,SDS2EBAC3R0176
Software Version,2.1.1.1.20 R7
Awg Type,USB
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,6V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,50ohm
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,100000Hz
Stop Frequency,1000000Hz
Sweep Line,50
Sweep Log(dec),498
Amplitude Mode,Vout/Vin
Amplitude Axis Type,Logarithmic
662651.432,-5.47091067,1.06584864
665722.404,-5.49417432,0.921266133
668807.608,-5.48962947,0.927306102
671907.11,-5.50044949,0.866667536
675020.977,-5.49942415,0.85344823
678149.274,-5.50827133,0.778863716
681292.069,-5.51124868,0.738846701
684449.429,-5.50457593,0.723667747
687621.421,-5.49813323,0.76974058
690808.114,-5.50116797,0.772502941
694009.574,-5.49740846,0.735197318
697225.872,-5.49330062,0.736720901
700457.075,-5.49367816,0.713439233
703703.252,-5.49555022,0.746565636
706964.474,-5.49113118,0.687306375
710240.809,-5.48503208,0.700362567
713532.328,-5.48131596,0.702621768
716839.101,-5.48781699,0.704457596
720161.199,-5.48785973,0.780444409
723498.693,-5.47257132,0.656097699
726851.654,-5.48359838,0.627227454
730220.154,-5.48256807,0.664406579
733604.265,-5.47946197,0.64611037
737004.059,-5.48635083,0.620116941
740419.609,-5.48839544,0.595770911
743850.987,-5.49294699,0.560354189
747298.268,-5.50147785,0.529694829
750761.525,-5.50359366,0.496098891
754240.832,-5.51603101,0.528549002
757736.264,-5.5414658,0.611421141
761247.894,-5.55117174,0.695396854
764775.799,-5.56467091,0.742721097
768320.054,-5.59319367,0.905935592
771880.733,-5.59805388,0.99288977
775457.915,-5.61019374,1.1273925
779051.674,-5.62720617,1.34557325
782662.088,-5.63954756,1.57633081
786289.234,-5.64485224,2.12396524
789933.19,-5.66557108,2.25459268
793594.033,-5.68033779,2.50045609
797271.841,-5.66476548,3.42589201
800966.695,-5.59241502,4.07631537
804678.671,-5.46323013,4.51599734
808407.85,-5.30032917,4.51752627
812154.312,-5.200976,4.27948062
815918.135,-5.1098759,3.56064093
819699.402,-5.06506928,3.00107193
823498.193,-5.10367054,2.53698685
827314.589,-5.10166223,2.07941637
831148.671,-5.13661841,1.81216256
835000.522,-5.15567176,1.60845656
838870.224,-5.17360661,1.50430241
842757.859,-5.19946008,1.46409508
846663.511,-5.21636447,1.35190886
850587.264,-5.22928815,1.30055935
854529.2,-5.24240389,1.24503791
858489.405,-5.25458387,1.2570713
862467.963,-5.27015451,1.21836177
866464.959,-5.2946705,1.21391406
870480.479,-5.3095709,1.19766056
874514.608,-5.3351101,1.24341027
878567.432,-5.34440408,1.24068669
882639.039,-5.36150932,1.26948764
886729.516,-5.38148196,1.22549428
890838.949,-5.39803946,1.17575762
894967.427,-5.42597143,1.19302037
899115.037,-5.44940092,1.20716892
903281.869,-5.4956956,1.17471623
907468.012,-5.54699033,1.23046103
911673.555,-5.59884935,1.31964323
915898.588,-5.65907436,1.50549901
920143.202,-5.71278778,1.78681207
924407.486,-5.75991415,2.06686213
928691.533,-5.80802188,2.38821282
932995.433,-5.87539582,2.76917026
937319.28,-5.91919493,3.20546923
941663.165,-5.98699836,3.63589637
946027.181,-6.07484503,4.22306669
950411.421,-6.15975109,4.97691
954815.98,-6.236351,5.980845
959240.951,-6.33652583,7.45038423
963686.429,-6.40346692,9.38358259
968152.509,-6.38976078,11.8770171
972639.286,-6.1881207,15.0589449
977146.857,-5.75390423,17.7093676
981675.317,-5.11364614,18.6240161
986224.764,-4.52207627,17.3099808
990795.295,-4.17479751,14.8885317
995387.008,-4.03646175,12.6868305
1000000,-4.03533744,11.0267148
