Instrument Name,SDS2352X-E
Serial Number,SDS2EBAC3R0176
Software Version,2.1.1.1.20 R7
Awg Type,USB
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,6V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,50ohm
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,100000Hz
Stop Frequency,1000000Hz
Sweep Line,50
Sweep Log(dec),498
Amplitude Mode,Vout/Vin
Amplitude Axis Type,Logarithmic
195508.057,-4.20898649,-6.46244231
196414.113,-3.96661299,-5.46145873
197324.369,-3.75423481,-4.69949057
198238.843,-3.56453368,-4.05644142
199157.556,-3.39622127,-3.55341995
200080.525,-3.25247829,-3.15722427
201007.773,-3.11120256,-2.80865052
201939.317,-2.9918568,-2.520877
202875.179,-2.87547282,-2.27451728
203815.378,-2.76993474,-2.06016763
204759.934,-2.68619982,-1.89002117
205708.867,-2.59532721,-1.72530471
206662.198,-2.52188837,-1.62543032
207619.947,-2.44340588,-1.48275838
208582.135,-2.37780226,-1.38371508
209548.782,-2.31166092,-1.28405712
210519.909,-2.25531638,-1.19468437
211495.536,-2.19771217,-1.14697091
212475.684,-2.1377532,-1.07626273
213460.376,-2.08840197,-1.0213002
214449.63,-2.04228089,-0.960414977
215443.469,-1.99007183,-0.939398402
216441.914,-1.94564707,-0.892376134
217444.986,-1.90861893,-0.860385832
218452.706,-1.8692883,-0.832215502
219465.097,-1.825422,-0.813337315
220482.18,-1.78439016,-0.774150218
221503.976,-1.75138056,-0.754151226
222530.507,-1.70976394,-0.719430425
223561.796,-1.67474302,-0.717595285
224597.864,-1.64627226,-0.692663396
225638.734,-1.60461693,-0.675968823
226684.428,-1.57354566,-0.667472815
227734.967,-1.54255116,-0.672028379
228790.375,-1.51413489,-0.661497595
229850.675,-1.48245523,-0.646386286
230915.888,-1.44940092,-0.638089023
231986.038,-1.41892513,-0.647818562
233061.147,-1.3849408,-0.626943817
234141.239,-1.35707064,-0.63876853
235226.336,-1.32793267,-0.619928195
236316.462,-1.29713368,-0.635453962
237411.64,-1.27502239,-0.628968667
238511.893,-1.24553268,-0.630583304
239617.246,-1.21040204,-0.626863747
240727.721,-1.18479694,-0.630030955
241843.342,-1.15361574,-0.6434838
242964.134,-1.12967767,-0.620738999
244090.12,-1.09899148,-0.652618435
245221.324,-1.06724815,-0.670104982
246357.77,-1.04100078,-0.677324341
247499.484,-1.00848628,-0.705239401
248646.488,-0.97416731,-0.709045684
249798.808,-0.944930591,-0.701247591
250956.468,-0.90716758,-0.742781999
252119.493,-0.891134726,-0.744615963
253287.908,-0.860944679,-0.766307792
254461.738,-0.826076946,-0.785415143
255641.008,-0.792226114,-0.802896732
256825.744,-0.761925747,-0.829526739
258015.969,-0.725566378,-0.865229783
259211.711,-0.685617411,-0.881474611
260412.994,-0.649959745,-0.906071879
261619.844,-0.613732633,-0.938489247
262832.288,-0.572758808,-0.964721902
264050.35,-0.533082969,-0.991696551
265274.057,-0.488201799,-1.04775839
266503.435,-0.45055302,-1.08160962
267738.511,-0.405215392,-1.13094925
268979.31,-0.355063095,-1.17100065
270225.86,-0.311598993,-1.21441821
271478.187,-0.260254046,-1.26995443
272736.317,-0.208011518,-1.33050209
274000.278,-0.150814606,-1.39971361
275270.097,-0.0969982292,-1.46374571
276545.801,-0.0327280815,-1.55344137
277827.416,0.0280968664,-1.62968622
279114.972,0.0900637541,-1.7158564
280408.494,0.16244427,-1.82941055
281708.011,0.234931699,-1.93487423
283013.55,0.31366049,-2.04943239
284325.14,0.393146425,-2.20045078
285642.808,0.480381174,-2.34666375
286966.582,0.576134039,-2.51958599
288296.492,0.681177216,-2.72129485
289632.564,0.780548717,-2.91214731
290974.829,0.89887062,-3.13895381
292323.314,1.02463823,-3.44091648
293678.049,1.15858672,-3.76286649
295039.062,1.30074216,-4.11727618
296406.382,1.47087156,-4.55164522
297780.039,1.64791091,-5.04695166
299160.062,1.84721891,-5.62118055
300546.48,2.05952793,-6.33913887
301939.324,2.30177635,-7.17037475
303338.623,2.56570246,-8.20346226
304744.406,2.86606961,-9.45727265
306156.705,3.21001576,-11.0771542
307575.549,3.58882628,-13.1159604
309000.968,4.01394842,-15.7546919
310432.993,4.47487006,-19.247317
311871.654,4.96544818,-23.9423467
313316.983,5.43304718,-30.2962085
314769.01,5.78603365,-38.8103392
316227.766,5.81233622,-49.7442536
317693.283,5.26633848,-62.2555549
319165.591,4.00578497,-74.2512574
320644.723,2.09639092,-83.5442627
322130.709,-0.179852882,-88.5699705
323623.582,-2.59290882,-89.117119
325123.374,-4.95612427,-85.0988526
326630.116,-6.98591116,-76.6540339
328143.841,-8.40621708,-64.8243275
329664.581,-9.09984799,-51.8461227
331192.369,-9.17004371,-40.2151444
332727.237,-8.83542928,-30.9833649
334269.218,-8.33033566,-24.161447
335818.346,-7.80702581,-19.1595056
337374.652,-7.31074206,-15.5014146
338938.171,-6.85895629,-12.7474273
340508.936,-6.45326385,-10.6648546
342086.981,-6.09432496,-9.03379173
343672.339,-5.77544297,-7.76084729
345265.044,-5.501803,-6.74907728
346865.13,-5.25068929,-5.91225623
348472.631,-5.02043617,-5.23329028
350087.583,-4.81332807,-4.67570075
351710.018,-4.62551255,-4.20080283
353339.973,-4.45081674,-3.80177797
354977.481,-4.29745066,-3.44071412
356622.578,-4.15145405,-3.15489039
358275.299,-4.01261754,-2.90695238
359935.68,-3.893139,-2.69183088
361603.755,-3.78067171,-2.49219306
363279.561,-3.6755187,-2.32389045
364963.133,-3.57263047,-2.17117571
366654.507,-3.4786946,-2.04642734
368353.72,-3.39355845,-1.95397941
370060.808,-3.30748613,-1.82856057
371775.807,-3.22662547,-1.75139502
373498.753,-3.13619697,-1.68395148
375229.685,-3.06588544,-1.57989869
376968.638,-2.99379928,-1.54283727
378715.651,-2.9122517,-1.45738316
380470.759,-2.86172718,-1.40406547
382234.002,-2.79461993,-1.38222773
384005.416,-2.71915226,-1.36892736
385785.039,-2.67060843,-1.31125055
387572.91,-2.60769329,-1.3213074
389369.066,-2.55051865,-1.29540362
391173.547,-2.48822582,-1.26609587
392986.39,-2.43262805,-1.24370676
394807.635,-2.36903463,-1.25214296
396637.319,-2.31587812,-1.26203752
398475.484,-2.25448339,-1.2460495
400322.167,-2.20602827,-1.2440606
402177.408,-2.16916882,-1.25061068
404041.247,-2.10765581,-1.28335123
405913.724,-2.06567828,-1.30023032
407794.878,-2.01193513,-1.30727593
409684.751,-1.95181046,-1.32024478
411583.382,-1.88971595,-1.37196024
413490.812,-1.83754584,-1.40366616
415407.081,-1.7761749,-1.42870218
417332.232,-1.72213781,-1.47907452
419266.304,-1.652353,-1.52546914
421209.339,-1.59875527,-1.57982337
423161.379,-1.52290232,-1.68374916
425122.466,-1.45711601,-1.77057227
427092.641,-1.38217034,-1.84551059
429071.946,-1.31518292,-1.93359835
431060.425,-1.23532375,-2.08255866
433058.119,-1.1449735,-2.26744233
435065.07,-1.05693509,-2.39377944
437081.323,-0.958698294,-2.55291379
439106.92,-0.858111667,-2.79294045
441141.904,-0.755367563,-3.05064285
443186.319,-0.633464321,-3.39805551
445240.209,-0.504199882,-3.71960002
447303.617,-0.342591805,-4.12039021
449376.587,-0.193825751,-4.63759667
451459.165,-0.0220173154,-5.34774305
453551.394,0.174026141,-6.13559385
455653.319,0.397215747,-7.1540767
457764.985,0.642287496,-8.48744695
459886.438,0.894222422,-10.2586823
462017.722,1.21278004,-12.605822
464158.883,1.46546948,-15.8467531
466309.968,1.75291087,-20.330501
468471.021,1.90551893,-26.4022884
470642.089,1.78647007,-34.3765058
472823.219,1.12723275,-43.3316932
475014.457,-0.221489284,-50.8619922
477215.85,-2.16669122,-54.0330912
479427.445,-4.08706407,-51.098409
481649.289,-5.48777578,-43.480753
483881.43,-6.24017949,-34.0884762
486123.916,-6.33952099,-25.6943175
488376.795,-6.13895699,-19.2963744
490640.114,-5.82572266,-14.7785672
492913.922,-5.48181426,-11.4840895
495198.267,-5.14414423,-9.13152332
497493.2,-4.83740852,-7.3952892
499798.767,-4.57915034,-6.17574539
502115.02,-4.35052705,-5.23052296
504442.007,-4.13606053,-4.46939118
506779.778,-3.94969596,-3.91599397
509128.383,-3.78005398,-3.43178655
511487.873,-3.62295433,-3.03770001
513858.297,-3.47787678,-2.72561069
516239.707,-3.33906301,-2.50983251
518632.153,-3.22844351,-2.28496763
521035.687,-3.1113419,-2.16984323
523450.359,-3.00118728,-2.00984212
525876.222,-2.8982216,-1.88744435
528313.327,-2.81000071,-1.81028351
530761.727,-2.71948157,-1.73319192
533221.473,-2.63662911,-1.65810086
535692.619,-2.55032441,-1.63375642
538175.217,-2.46979462,-1.59349566
540669.321,-2.38341661,-1.56317721
543174.982,-2.3071671,-1.55071168
545692.257,-2.21728552,-1.5424055
548221.197,-2.13470206,-1.56817935
550761.857,-2.05799855,-1.57814333
553314.291,-1.97229709,-1.60337935
555878.555,-1.89101938,-1.66174607
558454.702,-1.810383,-1.70460898
561042.788,-1.72864464,-1.78519892
563642.868,-1.62721605,-1.83305702
566254.998,-1.5421981,-1.93872251
568879.233,-1.44594847,-2.02963891
571515.63,-1.34392607,-2.16790411
574164.246,-1.23993371,-2.28287638
576825.135,-1.14123821,-2.41922594
579498.357,-1.02838085,-2.61172199
582183.967,-0.908788102,-2.8171405
584882.023,-0.775285967,-3.07425256
587592.583,-0.637670762,-3.36484614
590315.705,-0.477478637,-3.68014257
593051.446,-0.317889918,-4.11122965
595799.867,-0.139776247,-4.60072264
598561.024,0.0698769354,-5.18863916
601334.977,0.289377301,-5.9164295
604121.786,0.533714919,-6.81418301
606921.511,0.788884031,-7.93726719
609734.21,1.09569226,-9.35092981
612559.944,1.44344315,-11.2331053
615398.774,1.82914535,-13.7165265
618250.76,2.26210512,-17.0908414
621115.963,2.68603317,-21.680083
623994.444,3.07386084,-28.077688
626886.266,3.27652739,-36.7682751
629791.489,3.03912559,-47.6590427
632710.176,2.1157835,-59.3291933
635642.389,0.369905822,-68.8998846
638588.192,-1.91183922,-73.6419149
641547.646,-4.29859394,-72.4981418
644520.815,-6.42372957,-65.5849279
647507.764,-7.82516012,-54.6809204
650508.554,-8.46225797,-42.7975477
653523.252,-8.46579022,-32.4949952
656551.921,-8.11625243,-24.7261646
659594.626,-7.68873841,-19.0911388
662651.432,-7.24250129,-15.0740044
665722.404,-6.83973311,-12.1787942
668807.608,-6.46680165,-10.0213837
671907.11,-6.11944042,-8.36816797
675020.977,-5.82648244,-7.14321117
678149.274,-5.56412306,-6.22033359
681292.069,-5.29456917,-5.41244611
684449.429,-5.07992017,-4.83523659
687621.421,-4.88249357,-4.31901489
690808.114,-4.71174819,-3.94406801
694009.574,-4.54151446,-3.61596649
697225.872,-4.38635294,-3.38716467
700457.075,-4.25717144,-3.18040264
703703.252,-4.11655282,-3.02603511
706964.474,-3.98736894,-2.91145185
710240.809,-3.86013008,-2.83711638
713532.328,-3.73832388,-2.80862488
716839.101,-3.61526863,-2.76977426
720161.199,-3.50672097,-2.80660763
723498.693,-3.39928557,-2.90420634
726851.654,-3.29850861,-2.97660288
730220.154,-3.19319706,-3.16172223
733604.265,-3.09806865,-3.31190219
737004.059,-3.00844657,-3.61462985
740419.609,-2.92459043,-3.90736619
743850.987,-2.855002,-4.25563351
747298.268,-2.7819841,-4.63108949
750761.525,-2.72905684,-5.01730364
754240.832,-2.68911101,-5.36899288
757736.264,-2.64848107,-5.66966461
761247.894,-2.61156161,-5.80768103
764775.799,-2.55678652,-5.87267712
768320.054,-2.47512924,-6.00148024
771880.733,-2.36454588,-6.16240761
775457.915,-2.23064582,-6.51672363
779051.674,-2.06775127,-7.09270559
782662.088,-1.88837442,-8.04228639
786289.234,-1.70983184,-9.44386185
789933.19,-1.54741066,-11.388865
793594.033,-1.44775951,-14.2660718
797271.841,-1.45580191,-17.7484379
800966.695,-1.69542193,-22.8306739
804678.671,-2.43471271,-26.8322912
808407.85,-3.40617276,-27.5620435
812154.312,-4.35181639,-25.4428794
815918.135,-4.94414951,-21.2105878
819699.402,-5.09943345,-16.3330544
823498.193,-5.09284921,-12.932806
827314.589,-4.90946941,-10.0678825
831148.671,-4.75744036,-7.91180188
835000.522,-4.52836694,-6.52146404
838870.224,-4.34249699,-5.52283735
842757.859,-4.16722869,-4.82989422
846663.511,-4.00450691,-4.36877317
850587.264,-3.84321341,-4.03041306
854529.2,-3.69538765,-3.85077978
858489.405,-3.55875504,-3.7583361
862467.963,-3.43437189,-3.77885038
866464.959,-3.30974372,-3.86813993
870480.479,-3.18833395,-4.06957056
874514.608,-3.07759363,-4.38310893
878567.432,-2.97104996,-4.84898795
882639.039,-2.87944155,-5.41716434
886729.516,-2.8024597,-6.17342601
890838.949,-2.7569422,-7.14928377
894967.427,-2.76325622,-8.23729692
899115.037,-2.83501254,-9.28568635
903281.869,-2.98846706,-10.151441
907468.012,-3.19595693,-10.4095723
911673.555,-3.39453442,-9.90651696
915898.588,-3.52610809,-8.80496194
920143.202,-3.55667038,-7.45288612
924407.486,-3.50497855,-6.22090119
928691.533,-3.38500279,-5.14489613
932995.433,-3.23500137,-4.52203142
937319.28,-3.065254,-4.1247766
941663.165,-2.87199304,-4.08797666
946027.181,-2.67031444,-4.25770946
950411.421,-2.45027774,-4.77829054
954815.98,-2.22990755,-5.66815269
959240.951,-2.00541402,-7.04564002
963686.429,-1.79522245,-9.0947508
968152.509,-1.63641669,-12.0266877
972639.286,-1.65038691,-16.03996
977146.857,-1.96756385,-20.7404192
981675.317,-2.68319989,-24.7952388
986224.764,-3.71510863,-25.6560391
990795.295,-4.71012596,-22.5221094
995387.008,-5.24491419,-17.2926897
1000000,-5.31304774,-12.4917118
