Instrument Name,SDS2352X-E
Serial Number,SDS2EBAC3R0176
Software Version,2.1.1.1.20 R7
Awg Type,USB
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,6V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,50ohm
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,100000Hz
Stop Frequency,1000000Hz
Sweep Line,50
Sweep Log(dec),498
Amplitude Mode,Vout/Vin
Amplitude Axis Type,Logarithmic
135058.552,-16.4149767,-0.649351921
135684.463,-16.3756105,-0.761113221
136313.275,-16.3621288,-0.751139952
136945.001,-16.3404569,-0.691039204
137579.655,-16.3086468,-0.741304799
138217.25,-16.285906,-0.841616776
138857.8,-16.2442938,-0.779818229
139501.319,-16.2051883,-0.778691537
140147.82,-16.18374,-0.887801925
140797.316,-16.1381597,-0.920157095
141449.823,-16.1123063,-0.895593371
142105.354,-16.0714359,-0.988113014
142763.923,-16.0377916,-0.987090966
143425.544,-15.9906417,-0.995025631
144090.231,-15.9824759,-1.04804704
144757.999,-15.9312782,-1.05242573
145428.861,-15.8717258,-1.16582674
146102.832,-15.832007,-1.25549397
146779.927,-15.7869908,-1.31150108
147460.159,-15.7323852,-1.35659769
148143.544,-15.6820551,-1.30834993
148830.096,-15.6163836,-1.46341893
149519.83,-15.5739794,-1.44391033
150212.76,-15.5171153,-1.41447306
150908.902,-15.4529107,-1.54814713
151608.27,-15.3966492,-1.67062209
152310.879,-15.3297696,-1.69447671
153016.744,-15.2533331,-1.81920152
153725.88,-15.1786604,-1.84075074
154438.303,-15.1005398,-1.9593831
155154.027,-15.0135122,-2.09568319
155873.068,-14.9298505,-2.18488889
156595.442,-14.8213868,-2.30602825
157321.163,-14.730733,-2.42182716
158050.248,-14.6305758,-2.57733617
158782.711,-14.5291175,-2.68550065
159518.569,-14.420089,-2.81831393
160257.837,-14.3116424,-2.93633679
161000.531,-14.1885166,-3.16045807
161746.667,-14.0548165,-3.33787488
162496.261,-13.9227021,-3.55586862
163249.329,-13.7883724,-3.7315901
164005.887,-13.6278071,-4.00389999
164765.951,-13.4606443,-4.26776827
165529.538,-13.2852293,-4.54499299
166296.663,-13.0807431,-4.83835922
167067.343,-12.8893244,-5.20078525
167841.595,-12.6846505,-5.59651788
168619.435,-12.4479856,-6.0346477
169400.88,-12.1975604,-6.54379124
170185.947,-11.9262961,-7.10490329
170974.651,-11.6361968,-7.74304727
171767.011,-11.3106122,-8.49781823
172563.043,-10.9702667,-9.28012859
173362.764,-10.5677261,-10.324455
174166.192,-10.1570604,-11.4354438
174973.342,-9.68920632,-12.8330534
175784.234,-9.16413838,-14.4514455
176598.883,-8.57764517,-16.4236181
177417.307,-7.94131375,-18.8666608
178239.525,-7.21843287,-21.957077
179065.553,-6.44856459,-25.8246922
179895.409,-5.57410315,-31.019733
180729.111,-4.63526649,-37.8192809
181566.677,-3.71326018,-46.9457704
182408.124,-2.94909697,-58.8420531
183253.471,-2.59406357,-73.5647553
184102.735,-2.87716377,-89.645528
184955.936,-3.82818341,-104.718817
185813.09,-5.26782088,-117.018988
186674.217,-6.84101505,-126.37947
187539.334,-8.48365746,-133.306443
188408.461,-10.0533762,-138.457132
189281.615,-11.5948714,-142.374581
190158.817,-13.0202466,-145.270818
191040.083,-14.421791,-147.483765
191925.433,-15.7370623,-149.272002
192814.887,-17.041626,-150.414451
193708.463,-18.2995923,-151.32736
194606.179,-19.5425323,-151.950026
195508.057,-20.773326,-152.337946
196414.113,-21.9500562,-152.335138
197324.369,-23.1918266,-152.057798
198238.843,-24.4256949,-151.602726
199157.556,-25.67069,-151.039144
200080.525,-26.9993058,-150.027028
201007.773,-28.3144264,-148.946708
201939.317,-29.6819194,-147.191397
202875.179,-31.156813,-144.510008
203815.378,-32.6906405,-141.682664
204759.934,-34.3761947,-137.640838
205708.867,-36.0708064,-130.846172
206662.198,-37.9533116,-122.618058
207619.947,-39.595915,-109.597683
208582.135,-41.0360599,-95.2719813
209548.782,-41.681218,-77.4552891
210519.909,-41.3734516,-60.9338375
211495.536,-40.7274255,-47.211132
212475.684,-39.5743124,-36.185177
213460.376,-38.5620666,-28.6681291
214449.63,-37.3046343,-21.9134402
215443.469,-36.8072135,-18.0337929
216441.914,-36.0526851,-14.7933782
217444.986,-35.433456,-12.2037902
218452.706,-34.9175625,-9.97164348
219465.097,-34.3620112,-8.91381661
220482.18,-33.9979232,-7.27868571
221503.976,-33.6594658,-5.92387274
222530.507,-33.2990065,-5.37751842
223561.796,-33.0069459,-3.93805717
224597.864,-32.7538948,-3.43669292
225638.734,-32.5783015,-2.43596234
226684.428,-32.3642061,-1.74949251
227734.967,-32.2481666,-1.60274982
228790.375,-32.0846599,-0.840109008
229850.675,-32.0325401,0.0934070308
230915.888,-31.9399886,0.490608058
231986.038,-31.8998306,0.693835995
233061.147,-31.8805759,0.909996433
234141.239,-31.8802125,1.71712292
235226.336,-31.8796671,2.58814298
236316.462,-31.9594667,2.68248457
237411.64,-31.9751624,3.26928349
238511.893,-32.0516918,3.55571173
239617.246,-32.1735626,4.21504563
240727.721,-32.3024814,5.02843336
241843.342,-32.4326239,5.40886338
242964.134,-32.632208,5.78435157
244090.12,-32.7895497,6.55467745
245221.324,-33.0216339,7.68584465
246357.77,-33.2451985,8.13898187
247499.484,-33.5807731,9.50572571
248646.488,-33.8804852,10.7290641
249798.808,-34.2638825,11.4488158
250956.468,-34.6997503,12.6310061
252119.493,-35.1332016,14.6524562
253287.908,-35.6514289,16.5636715
254461.738,-36.2665388,19.3404146
255641.008,-36.7772155,21.6214709
256825.744,-37.6198383,26.1689453
258015.969,-38.4504143,30.3844699
259211.711,-39.2765096,36.4926035
260412.994,-40.1935601,43.8590283
261619.844,-41.0035417,53.0046026
262832.288,-41.7242615,65.7511967
264050.35,-41.7268836,80.5310647
265274.057,-41.2335044,97.2999454
266503.435,-40.0973113,109.8595
267738.511,-38.8319452,120.390955
268979.31,-37.451952,129.477446
270225.86,-35.983298,135.872681
271478.187,-34.6579058,140.465685
272736.317,-33.2346942,144.627628
274000.278,-32.0388167,147.087818
275270.097,-30.8305792,149.740572
276545.801,-29.7318059,151.71685
277827.416,-28.6799518,153.562602
279114.972,-27.6193485,154.707343
280408.494,-26.622342,155.706157
281708.011,-25.6127505,156.300938
283013.55,-24.646225,157.188848
284325.14,-23.7550472,157.531003
285642.808,-22.8366459,158.17549
286966.582,-21.9748106,158.352187
288296.492,-21.058583,158.518409
289632.564,-20.1957747,158.642498
290974.829,-19.2962663,158.516674
292323.314,-18.4212409,158.545113
293678.049,-17.5357318,158.295945
295039.062,-16.6211318,157.863302
296406.382,-15.7159544,157.369113
297780.039,-14.7476183,156.758335
299160.062,-13.8117927,155.950236
300546.48,-12.8143162,155.01582
301939.324,-11.7963311,153.773301
303338.623,-10.7100783,152.290312
304744.406,-9.59902746,150.448953
306156.705,-8.39577695,148.124399
307575.549,-7.15780939,145.227067
309000.968,-5.86885116,141.514586
310432.993,-4.45717262,136.659033
311871.654,-3.01682773,130.321043
313316.983,-1.57935655,122.102995
314769.01,-0.227274907,110.997113
316227.766,0.793557233,97.1831363
317693.283,1.24969475,81.6693099
319165.591,1.06387142,66.5593498
320644.723,0.390873199,53.6855831
322130.709,-0.504267732,43.6678849
323623.582,-1.45087168,35.9593024
325123.374,-2.37723078,30.108383
326630.116,-3.28312176,25.6305088
328143.841,-4.05260491,22.0981991
329664.581,-4.76380704,19.2993045
331192.369,-5.4361595,17.0484968
332727.237,-6.01682125,15.2007374
334269.218,-6.54076539,13.6354191
335818.346,-7.01164108,12.2738996
337374.652,-7.47296548,11.1372828
338938.171,-7.8815291,10.1558698
340508.936,-8.25524607,9.32615798
342086.981,-8.58153292,8.58957604
343672.339,-8.91588771,7.94055968
345265.044,-9.20463696,7.35000624
346865.13,-9.47775744,6.86398127
348472.631,-9.74330521,6.40544285
350087.583,-9.9987634,5.98757049
351710.018,-10.2135105,5.55482146
353339.973,-10.4257901,5.22099122
354977.481,-10.6166318,4.89440883
356622.578,-10.7967163,4.59675316
358275.299,-10.9413439,4.33113443
359935.68,-11.1008146,4.04646624
361603.755,-11.26396,3.84714215
363279.561,-11.4027536,3.59448154
364963.133,-11.5447733,3.41603696
366654.507,-11.6760279,3.26557026
368353.72,-11.7972807,3.03451367
370060.808,-11.9091215,2.84295763
371775.807,-12.0496985,2.72000007
373498.753,-12.1434261,2.55293573
375229.685,-12.2243124,2.410675
376968.638,-12.3080043,2.30424993
378715.651,-12.3946846,2.0926733
380470.759,-12.4778568,1.98818821
382234.002,-12.5404499,1.88084068
384005.416,-12.6145837,1.75668866
385785.039,-12.6649625,1.61436781
387572.91,-12.7364085,1.48418011
389369.066,-12.784501,1.36800744
391173.547,-12.8461673,1.25537838
392986.39,-12.8852519,1.1868026
394807.635,-12.9330906,0.977014106
396637.319,-12.9575832,0.89444694
398475.484,-12.9989206,0.791494828
400322.167,-13.0273892,0.655260815
402177.408,-13.0533518,0.513526359
404041.247,-13.0652114,0.376952616
405913.724,-13.0797219,0.178108824
407794.878,-13.104801,0.151224009
409684.751,-13.1128973,-0.0322758795
411583.382,-13.1012828,-0.160170915
413490.812,-13.1071265,-0.261095386
415407.081,-13.0873328,-0.463431118
417332.232,-13.0728579,-0.659852157
419266.304,-13.0645254,-0.788331538
421209.339,-13.0223282,-1.08476618
423161.379,-12.988488,-1.26407789
425122.466,-12.9444514,-1.46167605
427092.641,-12.8939754,-1.85788423
429071.946,-12.8339523,-2.18293215
431060.425,-12.7678423,-2.3789
433058.119,-12.6754154,-2.67508225
435065.07,-12.5842383,-3.11715275
437081.323,-12.476429,-3.56055808
439106.92,-12.3598369,-4.07727645
441141.904,-12.1935889,-4.75941908
443186.319,-12.0353932,-5.36509337
445240.209,-11.8567903,-6.15126569
447303.617,-11.642957,-7.17030549
449376.587,-11.4049587,-8.22196205
451459.165,-11.0992648,-9.52137085
453551.394,-10.7412224,-11.0499689
455653.319,-10.3772383,-13.1713567
457764.985,-9.95132566,-15.6792677
459886.438,-9.42627939,-18.8708867
462017.722,-8.87225598,-23.2037028
464158.883,-8.28650482,-28.9565323
466309.968,-7.66564612,-36.5930043
468471.021,-7.21398824,-46.775598
470642.089,-7.0509796,-59.656629
472823.219,-7.52665335,-74.4011173
475014.457,-8.68000325,-88.7351386
477215.85,-10.4558398,-100.655516
479427.445,-12.5071874,-109.514155
481649.289,-14.7341065,-115.234484
483881.43,-17.0611899,-118.508367
486123.916,-19.3882832,-119.668687
488376.795,-21.6686974,-118.850318
490640.114,-24.0361689,-115.610975
492913.922,-26.3942484,-109.617297
495198.267,-28.7590912,-99.971477
497493.2,-30.609407,-86.5842413
499798.767,-31.8438095,-69.3373093
502115.02,-32.2465692,-52.8856281
504442.007,-31.835444,-37.8135773
506779.778,-31.0393835,-27.771271
509128.383,-30.3283474,-20.5939141
511487.873,-29.6463834,-14.7556401
513858.297,-29.1901107,-11.1974047
516239.707,-28.6468997,-8.11309417
518632.153,-28.3009637,-5.78434439
521035.687,-28.0015042,-3.6823993
523450.359,-27.7040751,-2.06797343
525876.222,-27.6179078,-0.657960048
528313.327,-27.4726366,0.683682736
530761.727,-27.3924973,2.04342444
533221.473,-27.40541,2.86816467
535692.619,-27.410551,4.16716474
538175.217,-27.5292506,5.05883846
540669.321,-27.6397104,5.98742123
543174.982,-27.7906084,7.25771543
545692.257,-28.0763916,8.83395187
548221.197,-28.2900333,10.0821615
550761.857,-28.6099535,11.6929553
553314.291,-28.9890211,13.8802178
555878.555,-29.4740102,16.2125925
558454.702,-29.9532949,18.9487442
561042.788,-30.6853949,23.1941595
563642.868,-31.3221046,27.3314004
566254.998,-32.089893,33.7466769
568879.233,-32.8648606,41.9328483
571515.63,-33.5529062,53.0167784
574164.246,-34.00607,66.4253089
576825.135,-33.5692766,82.1508728
579498.357,-32.7125438,97.8051759
582183.967,-31.2373731,110.523127
584882.023,-29.5449609,120.597343
587592.583,-27.6775561,127.672867
590315.705,-25.9377577,133.033764
593051.446,-24.1926626,136.557109
595799.867,-22.5032847,138.994375
598561.024,-20.8616057,140.590702
601334.977,-19.2363844,141.501226
604121.786,-17.6601033,141.614975
606921.511,-15.9857397,141.08641
609734.21,-14.3877196,139.938478
612559.944,-12.7267212,137.777718
615398.774,-11.028282,134.696501
618250.76,-9.24755171,130.22955
621115.963,-7.46090123,123.966653
623994.444,-5.68680997,115.176008
626886.266,-4.11468301,103.407174
629791.489,-2.98597599,88.7474883
632710.176,-2.52599959,72.8035024
635642.389,-2.75050769,58.0643019
638588.192,-3.40559527,46.0336447
641547.646,-4.19909877,37.0681662
644520.815,-5.05601214,30.3112404
647507.764,-5.91133465,25.2738304
650508.554,-6.63100265,21.4103453
653523.252,-7.27030601,18.4312336
656551.921,-7.8639192,16.1336825
659594.626,-8.40105743,14.1792046
662651.432,-8.85058483,12.7753901
665722.404,-9.25461245,11.4485305
668807.608,-9.63625046,10.394508
671907.11,-9.98633921,9.47629117
675020.977,-10.2920776,8.81105012
678149.274,-10.6169131,8.13391637
681292.069,-10.8735811,7.5564425
684449.429,-11.0971888,7.07818641
687621.421,-11.2883642,6.75756869
690808.114,-11.5058366,6.35420014
694009.574,-11.6785272,6.08143776
697225.872,-11.8542264,5.80385926
700457.075,-12.0291061,5.58334684
703703.252,-12.1733458,5.38457516
706964.474,-12.3047553,5.30437176
710240.809,-12.4225905,5.16673862
713532.328,-12.5375834,5.09191414
716839.101,-12.6706226,5.00674564
720161.199,-12.7635593,5.02743419
723498.693,-12.8717958,5.17523296
726851.654,-12.9374635,5.25847495
730220.154,-12.9974667,5.52628157
733604.265,-13.0243087,5.74932258
737004.059,-13.0448236,6.05350078
740419.609,-13.0206573,6.49159111
743850.987,-12.9625592,6.84866383
747298.268,-12.8484018,7.15755896
750761.525,-12.6993378,7.27158819
754240.832,-12.4934882,7.0151752
757736.264,-12.2618612,6.38266295
761247.894,-12.0301352,5.27426264
764775.799,-11.8149345,3.70662795
768320.054,-11.624679,2.05628174
771880.733,-11.4561471,0.0666369131
775457.915,-11.2844331,-2.03194702
779051.674,-11.0893753,-4.54598629
782662.088,-10.9141683,-7.49463103
786289.234,-10.6911019,-10.9977227
789933.19,-10.5773673,-15.2534245
793594.033,-10.3619935,-21.0858609
797271.841,-10.5609916,-29.233334
800966.695,-10.7885758,-37.7977109
804678.671,-12.0227993,-47.9698577
808407.85,-13.5626527,-54.6172496
812154.312,-15.7503813,-56.135776
815918.135,-18.0683878,-51.3847497
819699.402,-19.2053084,-44.7376528
823498.193,-20.4272452,-32.6629605
827314.589,-20.0837588,-24.5042331
831148.671,-20.1627482,-19.4161654
835000.522,-19.9719045,-14.1961319
838870.224,-19.574077,-10.8682788
842757.859,-19.2628192,-8.78744335
846663.511,-19.0691981,-7.37115979
850587.264,-18.8032022,-6.66708681
854529.2,-18.6313856,-6.08602286
858489.405,-18.442368,-5.81886611
862467.963,-18.3339759,-6.08112683
866464.959,-18.1609076,-6.51109649
870480.479,-18.0876472,-7.39974567
874514.608,-18.0006508,-8.33252329
878567.432,-17.9248931,-9.86413698
882639.039,-17.9073048,-12.3180004
886729.516,-17.9125335,-14.9012377
890838.949,-18.0542304,-18.7145461
894967.427,-18.3638478,-23.2463663
899115.037,-18.9224784,-28.6680033
903281.869,-19.8688154,-33.7683751
907468.012,-21.2891778,-39.0080818
911673.555,-23.2122528,-41.6413083
915898.588,-25.5954296,-40.7920669
920143.202,-28.0460838,-32.9081138
924407.486,-30.5082472,-18.5156165
928691.533,-31.6255044,1.16628053
932995.433,-31.9888213,23.6536328
937319.28,-31.1787427,41.4586862
941663.165,-30.0309514,56.0039525
946027.181,-28.6970761,69.3517172
950411.421,-27.0047328,79.6397561
954815.98,-24.9655579,88.8072746
959240.951,-22.843456,94.2237088
963686.429,-20.7340646,97.3504146
968152.509,-18.37044,97.453698
972639.286,-16.2421654,92.7782686
977146.857,-14.3234568,85.1174041
981675.317,-12.941775,73.9301501
986224.764,-12.3789179,62.4100084
990795.295,-12.3829014,52.237023
995387.008,-12.7132543,44.9224446
1000000,-13.1928113,39.5707306
