Instrument Name,SDS2352X-E
Serial Number,SDS2EBAC3R0176
Software Version,2.1.1.1.20 R7
Awg Type,USB
DUT Input Source,CH1
DUT Output Source1,CH2
DUT Output Source2,None
DUT Output Source3,None
DUT Channel Gain,Auto
Sweep Type,Simple
Awg Amplitude,6V
Awg Offset,0V
Awg Amplitude reference level,1V
Awg Load,50ohm
Awg Amplitude Unit,Vpp
Sweep Mode,Logarithmic
Start Frequency,100000Hz
Stop Frequency,1000000Hz
Sweep Line,50
Sweep Log(dec),498
Amplitude Mode,Vout/Vin
Amplitude Axis Type,Logarithmic
154438.303,-0.882600006,-3.67670038
155154.027,-0.75315551,-3.88083866
155873.068,-0.628314164,-4.06258455
156595.442,-0.496338008,-4.2829028
157321.163,-0.347660001,-4.52822321
158050.248,-0.197422706,-4.78186425
158782.711,-0.0405738768,-5.07953458
159518.569,0.133247093,-5.39029783
160257.837,0.321503732,-5.73943843
161000.531,0.523510178,-6.13394164
161746.667,0.736918447,-6.55922664
162496.261,0.960225197,-7.02790346
163249.329,1.20075611,-7.58560628
164005.887,1.46265172,-8.19092407
164765.951,1.75032646,-8.9178949
165529.538,2.07039435,-9.72186165
166296.663,2.41224696,-10.681088
167067.343,2.79351571,-11.7920291
167841.595,3.16468484,-13.0296383
168619.435,3.61760098,-14.5831458
169400.88,4.11457699,-16.3987966
170185.947,4.6768984,-18.7384241
170974.651,5.26896687,-21.4882904
171767.011,5.96522983,-24.9405999
172563.043,6.66294832,-29.4148035
173362.764,7.52751014,-35.3483629
174166.192,8.28850821,-42.8114086
174973.342,8.974374,-52.5944491
175784.234,9.39870787,-64.6584666
176598.883,9.37218129,-78.6764623
177417.307,8.76670656,-92.9017495
178239.525,7.66987466,-105.620458
179065.553,6.18522849,-116.026
179895.409,4.61364349,-123.927513
180729.111,2.88368963,-129.71134
181566.677,1.2941859,-134.069085
182408.124,-0.319744663,-137.198058
183253.471,-1.87023012,-139.492265
184102.735,-3.39674438,-140.920046
184955.936,-4.89291658,-141.678528
185813.09,-6.43570531,-141.900847
186674.217,-7.95644889,-141.43662
187539.334,-9.51811064,-140.350705
188408.461,-11.1341135,-138.437737
189281.615,-12.8252212,-135.530203
190158.817,-14.5992156,-131.420679
191040.083,-16.3660062,-125.379191
191925.433,-18.2294827,-116.80374
192814.887,-19.9342928,-105.115224
193708.463,-21.1739389,-89.684282
194606.179,-21.6524724,-72.5213249
195508.057,-21.4023614,-56.6815955
196414.113,-20.5925382,-43.640851
197324.369,-19.5982078,-34.2023455
198238.843,-18.612514,-27.2915006
199157.556,-17.7243788,-22.2990866
200080.525,-16.9207602,-18.4963306
201007.773,-16.144489,-15.5935525
201939.317,-15.5166739,-13.3461819
202875.179,-14.9372231,-11.5102084
203815.378,-14.4297127,-10.0623887
204759.934,-13.9419179,-8.81516852
205708.867,-13.5336342,-7.83537609
206662.198,-13.1700827,-7.02476247
207619.947,-12.8187739,-6.24759991
208582.135,-12.4940151,-5.65742527
209548.782,-12.218008,-5.1146885
210519.909,-11.9100192,-4.67931438
211495.536,-11.6725662,-4.19059823
212475.684,-11.4428966,-3.88735318
213460.376,-11.2374446,-3.60406855
214449.63,-11.036329,-3.28399477
215443.469,-10.8433143,-3.06308299
216441.914,-10.6726389,-2.82870999
217444.986,-10.4900494,-2.64501448
218452.706,-10.3374047,-2.43844076
219465.097,-10.1854637,-2.24398357
220482.18,-10.048724,-2.11904502
221503.976,-9.89207367,-1.99562728
222530.507,-9.76902905,-1.86641258
223561.796,-9.65061859,-1.74053833
224597.864,-9.52903655,-1.65606719
225638.734,-9.42183632,-1.5363521
226684.428,-9.32331861,-1.44145825
227734.967,-9.21986134,-1.37685336
228790.375,-9.1233213,-1.28927996
229850.675,-9.02572169,-1.22431484
230915.888,-8.94307816,-1.15927664
231986.038,-8.84472404,-1.11215491
233061.147,-8.7603624,-1.05390877
234141.239,-8.67811044,-1.01123502
235226.336,-8.59978338,-0.972768206
236316.462,-8.5216,-0.959154116
237411.64,-8.44292186,-0.899288741
238511.893,-8.3730008,-0.890206139
239617.246,-8.29041923,-0.819173643
240727.721,-8.22128869,-0.801577802
241843.342,-8.17164439,-0.793601247
242964.134,-8.09846616,-0.772074223
244090.12,-8.02211088,-0.764735015
245221.324,-7.93539613,-0.746589398
246357.77,-7.88225324,-0.705021974
247499.484,-7.83283197,-0.703585497
248646.488,-7.76508119,-0.729619078
249798.808,-7.69807153,-0.684059195
250956.468,-7.63650265,-0.676971833
252119.493,-7.58250829,-0.689294615
253287.908,-7.52304501,-0.691833635
254461.738,-7.47213907,-0.698920069
255641.008,-7.42070155,-0.68753066
256825.744,-7.36068911,-0.706173611
258015.969,-7.30628168,-0.713554394
259211.711,-7.2460288,-0.72793891
260412.994,-7.1911644,-0.743985048
261619.844,-7.14403046,-0.786790747
262832.288,-7.08104764,-0.781748904
264050.35,-7.02419954,-0.781241086
265274.057,-6.97443766,-0.805591302
266503.435,-6.91112249,-0.827174836
267738.511,-6.85265366,-0.875372031
268979.31,-6.79411335,-0.885965301
270225.86,-6.73401256,-0.970464304
271478.187,-6.67612544,-0.962930238
272736.317,-6.60540889,-1.02895807
274000.278,-6.54811259,-1.06540821
275270.097,-6.47192868,-1.11836007
276545.801,-6.38823907,-1.20313727
277827.416,-6.33028895,-1.23956993
279114.972,-6.2563349,-1.32110807
280408.494,-6.18935149,-1.39463354
281708.011,-6.10918087,-1.50551967
283013.55,-6.02538156,-1.58672232
284325.14,-5.94394779,-1.69400928
285642.808,-5.85288404,-1.80792642
286966.582,-5.75033909,-1.97124648
288296.492,-5.6595381,-2.14792917
289632.564,-5.55111385,-2.31065572
290974.829,-5.44147968,-2.49948898
292323.314,-5.32557197,-2.73264415
293678.049,-5.19701166,-2.97171356
295039.062,-5.0565945,-3.28805606
296406.382,-4.9066763,-3.63209194
297780.039,-4.73895608,-4.04852299
299160.062,-4.55874643,-4.50027112
300546.48,-4.35929785,-5.08527716
301939.324,-4.13729971,-5.75448765
303338.623,-3.9023288,-6.58217543
304744.406,-3.62749265,-7.55833683
306156.705,-3.33634154,-8.80673237
307575.549,-2.99293119,-10.3598039
309000.968,-2.61822488,-12.3619915
310432.993,-2.19713881,-14.9504176
311871.654,-1.74361876,-18.3900051
313316.983,-1.2494195,-23.0293123
314769.01,-0.774425764,-29.3187558
316227.766,-0.424345532,-37.8046967
317693.283,-0.405485434,-48.7032729
319165.591,-0.966922059,-61.2070372
320644.723,-2.25955532,-73.1429747
322130.709,-4.18269968,-82.1545631
323623.582,-6.50561957,-86.8500681
325123.374,-8.94097693,-86.841535
326630.116,-11.28457,-81.9973222
328143.841,-13.2631315,-72.6967593
329664.581,-14.5210833,-60.4000171
331192.369,-15.0573278,-47.5461279
332727.237,-14.9846936,-36.4053229
334269.218,-14.5774159,-27.9161661
335818.346,-14.091532,-21.6651778
337374.652,-13.5820039,-17.1360089
338938.171,-13.1142751,-13.7419625
340508.936,-12.6551188,-11.2178545
342086.981,-12.2746533,-9.30040872
343672.339,-11.9428846,-7.76970763
345265.044,-11.6487288,-6.64792238
346865.13,-11.3940468,-5.68709191
348472.631,-11.1550829,-4.86981015
350087.583,-10.942039,-4.28912606
351710.018,-10.7556107,-3.72103957
353339.973,-10.5552166,-3.26321841
354977.481,-10.4084307,-2.85077334
356622.578,-10.2542036,-2.51686869
358275.299,-10.1281088,-2.28558478
359935.68,-10.0065766,-2.02894029
361603.755,-9.89821122,-1.77868878
363279.561,-9.8010705,-1.58152935
364963.133,-9.70573331,-1.39784385
366654.507,-9.62276956,-1.31742898
368353.72,-9.54259122,-1.13220655
370060.808,-9.4701766,-0.973666078
371775.807,-9.40443794,-0.88364995
373498.753,-9.33097619,-0.758166794
375229.685,-9.26763681,-0.666573776
376968.638,-9.20747191,-0.578283423
378715.651,-9.1574659,-0.485469377
380470.759,-9.10249381,-0.459474751
382234.002,-9.04655025,-0.342584365
384005.416,-9.00525504,-0.252565181
385785.039,-8.94810642,-0.238141004
387572.91,-8.92705534,-0.202261706
389369.066,-8.88366035,-0.153493602
391173.547,-8.84098524,-0.0459065134
392986.39,-8.79446389,-0.0255163704
394807.635,-8.77343412,-0.0129557089
396637.319,-8.72264847,0.0479474179
398475.484,-8.7130648,0.0735304344
400322.167,-8.67318252,0.111390617
402177.408,-8.63739657,0.160249261
404041.247,-8.58361884,0.194397003
405913.724,-8.55656666,0.204659832
407794.878,-8.528047,0.243112652
409684.751,-8.51227941,0.23641378
411583.382,-8.49661277,0.273640383
413490.812,-8.47653494,0.409254812
415407.081,-8.44651542,0.377130089
417332.232,-8.42209331,0.300565796
419266.304,-8.41724748,0.339787507
421209.339,-8.40015431,0.43507529
423161.379,-8.39139436,0.536322333
425122.466,-8.36655933,0.507540619
427092.641,-8.36971297,0.429455534
429071.946,-8.35749356,0.452374824
431060.425,-8.34966618,0.562279863
433058.119,-8.33812593,0.595124068
435065.07,-8.33928132,0.564840167
437081.323,-8.33251309,0.652522277
439106.92,-8.33906086,0.656809922
441141.904,-8.32468324,0.782645008
443186.319,-8.33005758,0.843462949
445240.209,-8.33727311,0.764008956
447303.617,-8.35484135,0.883894785
449376.587,-8.3647489,0.988939965
451459.165,-8.37372736,1.03585946
453551.394,-8.39665869,1.26284923
455653.319,-8.4160726,1.42283118
457764.985,-8.46252963,1.62915844
459886.438,-8.49517887,1.94053621
462017.722,-8.53832914,2.35821371
464158.883,-8.56845606,2.89065034
466309.968,-8.61541694,3.68762556
468471.021,-8.63305923,4.78113923
470642.089,-8.64510857,6.26549303
472823.219,-8.51712119,8.11267368
475014.457,-8.24638634,9.80914412
477215.85,-7.82383466,10.3613981
479427.445,-7.43888255,9.38439713
481649.289,-7.20614859,7.53705179
483881.43,-7.12051797,5.78365604
486123.916,-7.14005074,4.46709675
488376.795,-7.17922552,3.50902554
490640.114,-7.23176312,2.80481121
492913.922,-7.2829003,2.30532661
495198.267,-7.32887655,1.94605424
497493.2,-7.37040645,1.72400181
499798.767,-7.41076903,1.52186559
502115.02,-7.44450818,1.33785309
504442.007,-7.48249212,1.2551008
506779.778,-7.50858453,1.16603207
509128.383,-7.52925175,1.08220833
511487.873,-7.54509345,1.05665405
513858.297,-7.56823073,1.00664048
516239.707,-7.59319953,0.977033681
518632.153,-7.60294291,0.962984226
521035.687,-7.62909557,0.937228818
523450.359,-7.65197351,0.93050823
525876.222,-7.66109428,0.930948731
528313.327,-7.68097951,0.927173515
530761.727,-7.69190777,0.918660159
533221.473,-7.70995659,0.92683283
535692.619,-7.73192601,0.955327845
538175.217,-7.75018949,0.966745975
540669.321,-7.77506192,0.99159967
543174.982,-7.78372594,1.03626639
545692.257,-7.81166374,1.04687128
548221.197,-7.83586974,1.07166765
550761.857,-7.85514118,1.1168803
553314.291,-7.88484389,1.19272899
555878.555,-7.91276128,1.23992038
558454.702,-7.94249737,1.29262536
561042.788,-7.97230612,1.33663858
563642.868,-8.01323992,1.41088956
566254.998,-8.04684222,1.48978459
568879.233,-8.09213505,1.59891697
571515.63,-8.1322773,1.6819252
574164.246,-8.18833216,1.85456545
576825.135,-8.24286081,1.97460965
579498.357,-8.30485297,2.11518889
582183.967,-8.37419371,2.30477406
584882.023,-8.45260521,2.56070167
587592.583,-8.54400103,2.82370355
590315.705,-8.63932023,3.26208162
593051.446,-8.75221494,3.6415197
595799.867,-8.87841777,4.17963624
598561.024,-9.0169515,4.7964585
601334.977,-9.18472871,5.62195177
604121.786,-9.3901614,6.75981347
606921.511,-9.60588753,8.19303175
609734.21,-9.85906478,10.2021673
612559.944,-10.1369302,12.8590598
615398.774,-10.3992746,16.7052826
618250.76,-10.5878528,22.0140013
621115.963,-10.5185987,29.2542273
623994.444,-9.97336511,37.6916563
626886.266,-8.74971874,45.347954
629791.489,-6.99611582,48.7584889
632710.176,-5.15257882,46.3712884
635642.389,-3.80373434,39.3791786
638588.192,-3.14106791,30.9144375
641547.646,-3.01447575,23.4804515
644520.815,-3.13999052,17.8504066
647507.764,-3.37377478,13.8219504
650508.554,-3.62808934,10.9428094
653523.252,-3.85944032,8.83298699
656551.921,-4.0800329,7.27192884
659594.626,-4.26396559,6.12785537
662651.432,-4.43480745,5.21058063
665722.404,-4.57693489,4.52637948
668807.608,-4.70845181,4.00672457
671907.11,-4.82528606,3.54575743
675020.977,-4.91989396,3.12411183
678149.274,-4.99296997,2.8942964
681292.069,-5.07929561,2.6562546
684449.429,-5.141392,2.44140668
687621.421,-5.20672682,2.27016677
690808.114,-5.2439558,2.06513837
694009.574,-5.29791136,1.94996254
697225.872,-5.34193793,1.88286336
700457.075,-5.37683109,1.77943032
703703.252,-5.41401831,1.66157983
706964.474,-5.47173614,1.55522873
710240.809,-5.4933583,1.54719469
713532.328,-5.51209535,1.494518
716839.101,-5.53633828,1.4417802
720161.199,-5.5570737,1.44358252
723498.693,-5.5740043,1.44104439
726851.654,-5.57121822,1.37766524
730220.154,-5.57994503,1.41140538
733604.265,-5.57455161,1.41924549
737004.059,-5.5747202,1.41537027
740419.609,-5.56618565,1.50099249
743850.987,-5.53714006,1.58677371
747298.268,-5.51015464,1.63720438
750761.525,-5.45841355,1.62860077
754240.832,-5.40933793,1.58254016
757736.264,-5.34710506,1.49057494
761247.894,-5.29641377,1.21729071
764775.799,-5.22590357,0.925293564
768320.054,-5.16800072,0.552062321
771880.733,-5.10364113,0.0539987986
775457.915,-5.05681728,-0.424144136
779051.674,-4.99759868,-0.976087204
782662.088,-4.92028986,-1.690255
786289.234,-4.8573477,-2.55116641
789933.19,-4.78870201,-3.81707792
793594.033,-4.72734708,-5.3805811
797271.841,-4.74778625,-7.48092642
800966.695,-4.8790436,-9.91355952
804678.671,-5.24483089,-12.0367892
808407.85,-5.74647249,-13.5292191
812154.312,-6.29516926,-12.3636105
815918.135,-6.65038862,-10.4796283
819699.402,-6.76045585,-8.01286628
823498.193,-6.73559582,-5.80952989
827314.589,-6.6788703,-4.47458406
831148.671,-6.59984287,-3.28366535
835000.522,-6.53601153,-2.61912718
838870.224,-6.42112881,-2.04596298
842757.859,-6.34324023,-1.72098316
846663.511,-6.26435912,-1.49597177
850587.264,-6.1891584,-1.38365162
854529.2,-6.11930384,-1.2905822
858489.405,-6.04283388,-1.24730239
862467.963,-5.97859804,-1.35356132
866464.959,-5.91174774,-1.37499235
870480.479,-5.85518193,-1.53043192
874514.608,-5.79831072,-1.70309166
878567.432,-5.74362507,-1.99567144
882639.039,-5.6721933,-2.31439763
886729.516,-5.61839323,-2.76122118
890838.949,-5.58599054,-3.31206405
894967.427,-5.58185871,-3.92727859
899115.037,-5.58678635,-4.56705755
903281.869,-5.64775412,-5.0872763
907468.012,-5.73651322,-5.28617314
911673.555,-5.81511666,-5.13886169
915898.588,-5.8501126,-4.6240362
920143.202,-5.81249042,-4.03542717
924407.486,-5.73483366,-3.57044642
928691.533,-5.62692719,-3.19232466
932995.433,-5.49825391,-3.07663936
937319.28,-5.32430458,-3.23477245
941663.165,-5.12156345,-3.68688611
946027.181,-4.91951634,-4.38161108
950411.421,-4.70708091,-5.33725971
954815.98,-4.4706063,-6.91196014
959240.951,-4.1903274,-9.1788458
963686.429,-3.96082195,-12.2623677
968152.509,-3.81457145,-16.617319
972639.286,-3.8232665,-22.6721031
977146.857,-4.25873841,-29.8204689
981675.317,-5.33216044,-36.1929051
986224.764,-6.90790102,-39.0192247
990795.295,-8.56114342,-36.0736934
995387.008,-9.72411784,-28.2958358
1000000,-10.1385306,-19.5759099
